
                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
2026-06-09 17:43:04,371 - nanochat.common - [32m[1mINFO[0m - Distributed world size: 1
GPU: AMD Instinct MI300X VF | Peak FLOPS (BF16): 1.31e+15
COMPUTE_DTYPE: torch.bfloat16 (auto-detected: CUDA SM 94 (bf16 supported))
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
WARNING: Flash Attention 3 not available, using PyTorch SDPA fallback
WARNING: Training will be less efficient without FA3
!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
Vocab size: 32,768
Model config:
{
  "sequence_len": 2048,
  "vocab_size": 32768,
  "n_layer": 24,
  "n_head": 12,
  "n_kv_head": 12,
  "n_embd": 1536,
  "window_pattern": "L"
}
Parameter counts:
wte                     : 50,331,648
value_embeds            : 603,979,776
lm_head                 : 50,331,648
transformer_matrices    : 679,478,976
scalars                 : 74
total                   : 1,384,122,122
Estimated FLOPs per token: 5.284833e+09
Scaling weight decay from 0.280000 to 0.042241 for depth 24
Scaling the LR for the AdamW parameters ∝1/√(1536/768) = 0.707107
Using user-provided number of iterations: 29,000
Total number of training tokens: 15,204,352,000
Tokens : Scaling params ratio: 20.83
Total training FLOPs estimate: 8.035247e+19
Tokens / micro-batch / rank: 32 x 2048 = 65,536
Tokens / micro-batch: 65,536
Total batch size 524,288 => gradient accumulation steps: 8
Step 00000 | Validation bpb: 3.141517
step 00000/29000 (0.00%) | loss: 10.398178 | lrm: 0.03 | dt: 17532.57ms | tok/sec: 29,903 | bf16_mfu: 12.09 | epoch: 1 pq: 0 rg: 1 | total time: 0.00m
step 00001/29000 (0.00%) | loss: 10.380315 | lrm: 0.05 | dt: 7678.16ms | tok/sec: 68,283 | bf16_mfu: 27.60 | epoch: 1 pq: 0 rg: 2 | total time: 0.00m
step 00002/29000 (0.01%) | loss: 10.349403 | lrm: 0.07 | dt: 7661.61ms | tok/sec: 68,430 | bf16_mfu: 27.66 | epoch: 1 pq: 0 rg: 3 | total time: 0.00m
step 00003/29000 (0.01%) | loss: 10.303255 | lrm: 0.10 | dt: 7654.45ms | tok/sec: 68,494 | bf16_mfu: 27.69 | epoch: 1 pq: 0 rg: 4 | total time: 0.00m
step 00004/29000 (0.01%) | loss: 10.239804 | lrm: 0.12 | dt: 7692.60ms | tok/sec: 68,154 | bf16_mfu: 27.55 | epoch: 1 pq: 0 rg: 5 | total time: 0.00m
step 00005/29000 (0.02%) | loss: 10.148959 | lrm: 0.15 | dt: 7737.83ms | tok/sec: 67,756 | bf16_mfu: 27.39 | epoch: 1 pq: 0 rg: 6 | total time: 0.00m
step 00006/29000 (0.02%) | loss: 10.029130 | lrm: 0.17 | dt: 7736.93ms | tok/sec: 67,764 | bf16_mfu: 27.39 | epoch: 1 pq: 0 rg: 7 | total time: 0.00m
step 00007/29000 (0.02%) | loss: 9.857683 | lrm: 0.20 | dt: 7738.97ms | tok/sec: 67,746 | bf16_mfu: 27.38 | epoch: 1 pq: 0 rg: 8 | total time: 0.00m
step 00008/29000 (0.03%) | loss: 9.580191 | lrm: 0.23 | dt: 7698.19ms | tok/sec: 68,105 | bf16_mfu: 27.53 | epoch: 1 pq: 0 rg: 10 | total time: 0.00m
step 00009/29000 (0.03%) | loss: 9.413773 | lrm: 0.25 | dt: 7705.21ms | tok/sec: 68,043 | bf16_mfu: 27.50 | epoch: 1 pq: 0 rg: 11 | total time: 0.00m
step 00010/29000 (0.03%) | loss: 9.075945 | lrm: 0.28 | dt: 7713.92ms | tok/sec: 67,966 | bf16_mfu: 27.47 | epoch: 1 pq: 0 rg: 12 | total time: 0.00m
step 00031/29000 (0.11%) | loss: 6.277734 | lrm: 0.80 | dt: 7758.32ms | tok/sec: 67,577 | bf16_mfu: 27.32 | epoch: 1 pq: 0 rg: 34 | total time: 2.72m | eta: 3750.7m
step 00032/29000 (0.11%) | loss: 6.230356 | lrm: 0.82 | dt: 7757.24ms | tok/sec: 67,586 | bf16_mfu: 27.32 | epoch: 1 pq: 0 rg: 35 | total time: 2.85m | eta: 3750.3m
step 00033/29000 (0.11%) | loss: 6.190136 | lrm: 0.85 | dt: 7753.91ms | tok/sec: 67,615 | bf16_mfu: 27.33 | epoch: 1 pq: 0 rg: 36 | total time: 2.98m | eta: 3749.9m
step 00034/29000 (0.12%) | loss: 6.148668 | lrm: 0.88 | dt: 7762.56ms | tok/sec: 67,540 | bf16_mfu: 27.30 | epoch: 1 pq: 0 rg: 37 | total time: 3.11m | eta: 3749.7m
step 00035/29000 (0.12%) | loss: 6.115183 | lrm: 0.90 | dt: 7765.31ms | tok/sec: 67,516 | bf16_mfu: 27.29 | epoch: 1 pq: 0 rg: 38 | total time: 3.24m | eta: 3749.5m
step 00036/29000 (0.12%) | loss: 6.089507 | lrm: 0.93 | dt: 7777.95ms | tok/sec: 67,406 | bf16_mfu: 27.25 | epoch: 1 pq: 0 rg: 39 | total time: 3.37m | eta: 3749.6m
step 00037/29000 (0.13%) | loss: 6.061222 | lrm: 0.95 | dt: 7760.49ms | tok/sec: 67,558 | bf16_mfu: 27.31 | epoch: 1 pq: 0 rg: 40 | total time: 3.50m | eta: 3749.3m
step 00038/29000 (0.13%) | loss: 6.034493 | lrm: 0.97 | dt: 7734.35ms | tok/sec: 67,786 | bf16_mfu: 27.40 | epoch: 1 pq: 0 rg: 41 | total time: 3.62m | eta: 3748.6m
step 00039/29000 (0.13%) | loss: 6.002500 | lrm: 1.00 | dt: 7759.50ms | tok/sec: 67,567 | bf16_mfu: 27.31 | epoch: 1 pq: 0 rg: 42 | total time: 3.75m | eta: 3748.4m
step 00040/29000 (0.14%) | loss: 5.976362 | lrm: 1.00 | dt: 7752.30ms | tok/sec: 67,630 | bf16_mfu: 27.34 | epoch: 1 pq: 0 rg: 43 | total time: 3.88m | eta: 3748.0m
step 00041/29000 (0.14%) | loss: 5.954339 | lrm: 1.00 | dt: 7728.30ms | tok/sec: 67,839 | bf16_mfu: 27.42 | epoch: 1 pq: 0 rg: 44 | total time: 4.01m | eta: 3747.3m
step 00042/29000 (0.14%) | loss: 5.945025 | lrm: 1.00 | dt: 7765.50ms | tok/sec: 67,515 | bf16_mfu: 27.29 | epoch: 1 pq: 0 rg: 44 | total time: 4.14m | eta: 3747.2m
step 00043/29000 (0.15%) | loss: 5.932455 | lrm: 1.00 | dt: 7774.79ms | tok/sec: 67,434 | bf16_mfu: 27.26 | epoch: 1 pq: 0 rg: 45 | total time: 4.27m | eta: 3747.3m
step 00044/29000 (0.15%) | loss: 5.905280 | lrm: 1.00 | dt: 7742.71ms | tok/sec: 67,713 | bf16_mfu: 27.37 | epoch: 1 pq: 0 rg: 46 | total time: 4.40m | eta: 3746.8m
step 00045/29000 (0.16%) | loss: 5.882105 | lrm: 1.00 | dt: 7748.74ms | tok/sec: 67,661 | bf16_mfu: 27.35 | epoch: 1 pq: 0 rg: 47 | total time: 4.53m | eta: 3746.5m
step 00046/29000 (0.16%) | loss: 5.865152 | lrm: 1.00 | dt: 7774.81ms | tok/sec: 67,434 | bf16_mfu: 27.26 | epoch: 1 pq: 0 rg: 48 | total time: 4.66m | eta: 3746.5m
step 00047/29000 (0.16%) | loss: 5.846569 | lrm: 1.00 | dt: 7752.77ms | tok/sec: 67,625 | bf16_mfu: 27.34 | epoch: 1 pq: 0 rg: 49 | total time: 4.79m | eta: 3746.2m
step 00048/29000 (0.17%) | loss: 5.826656 | lrm: 1.00 | dt: 7762.48ms | tok/sec: 67,541 | bf16_mfu: 27.30 | epoch: 1 pq: 0 rg: 50 | total time: 4.92m | eta: 3746.1m
step 00049/29000 (0.17%) | loss: 5.808855 | lrm: 1.00 | dt: 7787.62ms | tok/sec: 67,323 | bf16_mfu: 27.21 | epoch: 1 pq: 0 rg: 51 | total time: 5.05m | eta: 3746.3m
step 00050/29000 (0.17%) | loss: 5.790557 | lrm: 1.00 | dt: 7780.73ms | tok/sec: 67,382 | bf16_mfu: 27.24 | epoch: 1 pq: 0 rg: 52 | total time: 5.18m | eta: 3746.3m
step 00051/29000 (0.18%) | loss: 5.766660 | lrm: 1.00 | dt: 7777.74ms | tok/sec: 67,408 | bf16_mfu: 27.25 | epoch: 1 pq: 0 rg: 53 | total time: 5.31m | eta: 3746.4m
step 00052/29000 (0.18%) | loss: 5.752119 | lrm: 1.00 | dt: 7777.54ms | tok/sec: 67,410 | bf16_mfu: 27.25 | epoch: 1 pq: 0 rg: 54 | total time: 5.44m | eta: 3746.4m
step 00053/29000 (0.18%) | loss: 5.729015 | lrm: 1.00 | dt: 7792.25ms | tok/sec: 67,283 | bf16_mfu: 27.20 | epoch: 1 pq: 0 rg: 55 | total time: 5.57m | eta: 3746.6m
step 00054/29000 (0.19%) | loss: 5.703911 | lrm: 1.00 | dt: 7759.68ms | tok/sec: 67,565 | bf16_mfu: 27.31 | epoch: 1 pq: 0 rg: 56 | total time: 5.69m | eta: 3746.4m
step 00055/29000 (0.19%) | loss: 5.692398 | lrm: 1.00 | dt: 7760.42ms | tok/sec: 67,559 | bf16_mfu: 27.31 | epoch: 1 pq: 0 rg: 57 | total time: 5.82m | eta: 3746.2m
step 00056/29000 (0.19%) | loss: 5.677223 | lrm: 1.00 | dt: 7788.62ms | tok/sec: 67,314 | bf16_mfu: 27.21 | epoch: 1 pq: 0 rg: 58 | total time: 5.95m | eta: 3746.3m
step 00057/29000 (0.20%) | loss: 5.658512 | lrm: 1.00 | dt: 7785.11ms | tok/sec: 67,345 | bf16_mfu: 27.22 | epoch: 1 pq: 0 rg: 59 | total time: 6.08m | eta: 3746.4m
step 00058/29000 (0.20%) | loss: 5.640095 | lrm: 1.00 | dt: 7759.50ms | tok/sec: 67,567 | bf16_mfu: 27.31 | epoch: 1 pq: 0 rg: 60 | total time: 6.21m | eta: 3746.2m
step 00059/29000 (0.20%) | loss: 5.625955 | lrm: 1.00 | dt: 7775.25ms | tok/sec: 67,430 | bf16_mfu: 27.26 | epoch: 1 pq: 0 rg: 61 | total time: 6.34m | eta: 3746.1m
step 00060/29000 (0.21%) | loss: 5.594193 | lrm: 1.00 | dt: 7787.83ms | tok/sec: 67,321 | bf16_mfu: 27.21 | epoch: 1 pq: 0 rg: 62 | total time: 6.47m | eta: 3746.2m
step 00061/29000 (0.21%) | loss: 5.566334 | lrm: 1.00 | dt: 7794.73ms | tok/sec: 67,261 | bf16_mfu: 27.19 | epoch: 1 pq: 0 rg: 63 | total time: 6.60m | eta: 3746.3m
step 00062/29000 (0.21%) | loss: 5.547090 | lrm: 1.00 | dt: 7810.09ms | tok/sec: 67,129 | bf16_mfu: 27.14 | epoch: 1 pq: 0 rg: 64 | total time: 6.73m | eta: 3746.6m
step 00063/29000 (0.22%) | loss: 5.522473 | lrm: 1.00 | dt: 7811.90ms | tok/sec: 67,113 | bf16_mfu: 27.13 | epoch: 1 pq: 0 rg: 65 | total time: 6.86m | eta: 3746.9m
step 00064/29000 (0.22%) | loss: 5.509572 | lrm: 1.00 | dt: 7782.75ms | tok/sec: 67,365 | bf16_mfu: 27.23 | epoch: 1 pq: 0 rg: 66 | total time: 6.99m | eta: 3746.9m
step 00065/29000 (0.22%) | loss: 5.486321 | lrm: 1.00 | dt: 7802.31ms | tok/sec: 67,196 | bf16_mfu: 27.16 | epoch: 1 pq: 0 rg: 67 | total time: 7.12m | eta: 3747.0m
step 00066/29000 (0.23%) | loss: 5.465900 | lrm: 1.00 | dt: 7792.74ms | tok/sec: 67,279 | bf16_mfu: 27.20 | epoch: 1 pq: 0 rg: 68 | total time: 7.25m | eta: 3747.1m
step 00067/29000 (0.23%) | loss: 5.444588 | lrm: 1.00 | dt: 7776.00ms | tok/sec: 67,423 | bf16_mfu: 27.25 | epoch: 1 pq: 0 rg: 69 | total time: 7.38m | eta: 3747.0m
step 00068/29000 (0.23%) | loss: 5.424341 | lrm: 1.00 | dt: 7821.21ms | tok/sec: 67,034 | bf16_mfu: 27.10 | epoch: 1 pq: 0 rg: 70 | total time: 7.51m | eta: 3747.3m
step 00069/29000 (0.24%) | loss: 5.404177 | lrm: 1.00 | dt: 7815.75ms | tok/sec: 67,080 | bf16_mfu: 27.12 | epoch: 1 pq: 0 rg: 71 | total time: 7.64m | eta: 3747.5m
step 00070/29000 (0.24%) | loss: 5.384499 | lrm: 1.00 | dt: 7792.93ms | tok/sec: 67,277 | bf16_mfu: 27.20 | epoch: 1 pq: 0 rg: 72 | total time: 7.77m | eta: 3747.6m
step 00071/29000 (0.24%) | loss: 5.364986 | lrm: 1.00 | dt: 7812.75ms | tok/sec: 67,106 | bf16_mfu: 27.13 | epoch: 1 pq: 0 rg: 73 | total time: 7.90m | eta: 3747.8m
step 00072/29000 (0.25%) | loss: 5.358556 | lrm: 1.00 | dt: 7810.58ms | tok/sec: 67,125 | bf16_mfu: 27.13 | epoch: 1 pq: 0 rg: 74 | total time: 8.03m | eta: 3747.9m
step 00073/29000 (0.25%) | loss: 5.334295 | lrm: 1.00 | dt: 7784.56ms | tok/sec: 67,349 | bf16_mfu: 27.22 | epoch: 1 pq: 0 rg: 74 | total time: 8.16m | eta: 3747.9m
step 00074/29000 (0.26%) | loss: 5.309131 | lrm: 1.00 | dt: 7777.57ms | tok/sec: 67,410 | bf16_mfu: 27.25 | epoch: 1 pq: 0 rg: 75 | total time: 8.29m | eta: 3747.8m
step 00075/29000 (0.26%) | loss: 5.283496 | lrm: 1.00 | dt: 7801.89ms | tok/sec: 67,200 | bf16_mfu: 27.16 | epoch: 1 pq: 0 rg: 76 | total time: 8.42m | eta: 3747.9m
step 00076/29000 (0.26%) | loss: 5.260701 | lrm: 1.00 | dt: 7793.64ms | tok/sec: 67,271 | bf16_mfu: 27.19 | epoch: 1 pq: 0 rg: 77 | total time: 8.55m | eta: 3747.9m
step 00077/29000 (0.27%) | loss: 5.253596 | lrm: 1.00 | dt: 7759.79ms | tok/sec: 67,564 | bf16_mfu: 27.31 | epoch: 1 pq: 0 rg: 78 | total time: 8.68m | eta: 3747.6m
step 00078/29000 (0.27%) | loss: 5.231326 | lrm: 1.00 | dt: 7790.31ms | tok/sec: 67,299 | bf16_mfu: 27.20 | epoch: 1 pq: 0 rg: 79 | total time: 8.81m | eta: 3747.6m
step 00079/29000 (0.27%) | loss: 5.215088 | lrm: 1.00 | dt: 7776.31ms | tok/sec: 67,421 | bf16_mfu: 27.25 | epoch: 1 pq: 0 rg: 80 | total time: 8.94m | eta: 3747.5m
step 00080/29000 (0.28%) | loss: 5.191939 | lrm: 1.00 | dt: 7753.07ms | tok/sec: 67,623 | bf16_mfu: 27.34 | epoch: 1 pq: 0 rg: 81 | total time: 9.07m | eta: 3747.2m
step 00081/29000 (0.28%) | loss: 5.180437 | lrm: 1.00 | dt: 7779.81ms | tok/sec: 67,390 | bf16_mfu: 27.24 | epoch: 1 pq: 0 rg: 82 | total time: 9.20m | eta: 3747.1m
step 00082/29000 (0.28%) | loss: 5.165840 | lrm: 1.00 | dt: 7767.39ms | tok/sec: 67,498 | bf16_mfu: 27.28 | epoch: 1 pq: 0 rg: 83 | total time: 9.33m | eta: 3747.0m
step 00083/29000 (0.29%) | loss: 5.147185 | lrm: 1.00 | dt: 7765.86ms | tok/sec: 67,511 | bf16_mfu: 27.29 | epoch: 1 pq: 1 rg: 0 | total time: 9.46m | eta: 3746.8m
step 00084/29000 (0.29%) | loss: 5.129959 | lrm: 1.00 | dt: 7809.91ms | tok/sec: 67,131 | bf16_mfu: 27.14 | epoch: 1 pq: 1 rg: 1 | total time: 9.59m | eta: 3746.9m
step 00085/29000 (0.29%) | loss: 5.108624 | lrm: 1.00 | dt: 7796.75ms | tok/sec: 67,244 | bf16_mfu: 27.18 | epoch: 1 pq: 1 rg: 2 | total time: 9.72m | eta: 3746.9m
step 00086/29000 (0.30%) | loss: 5.091419 | lrm: 1.00 | dt: 7768.17ms | tok/sec: 67,491 | bf16_mfu: 27.28 | epoch: 1 pq: 1 rg: 3 | total time: 9.85m | eta: 3746.7m
step 00087/29000 (0.30%) | loss: 5.074357 | lrm: 1.00 | dt: 7775.82ms | tok/sec: 67,425 | bf16_mfu: 27.26 | epoch: 1 pq: 1 rg: 4 | total time: 9.98m | eta: 3746.6m
step 00088/29000 (0.30%) | loss: 5.062193 | lrm: 1.00 | dt: 7783.55ms | tok/sec: 67,358 | bf16_mfu: 27.23 | epoch: 1 pq: 1 rg: 5 | total time: 10.11m | eta: 3746.5m
step 00089/29000 (0.31%) | loss: 5.049117 | lrm: 1.00 | dt: 7764.85ms | tok/sec: 67,520 | bf16_mfu: 27.29 | epoch: 1 pq: 1 rg: 6 | total time: 10.24m | eta: 3746.3m
step 00090/29000 (0.31%) | loss: 5.029840 | lrm: 1.00 | dt: 7772.66ms | tok/sec: 67,452 | bf16_mfu: 27.27 | epoch: 1 pq: 1 rg: 7 | total time: 10.37m | eta: 3746.2m
step 00091/29000 (0.31%) | loss: 5.009559 | lrm: 1.00 | dt: 7818.97ms | tok/sec: 67,053 | bf16_mfu: 27.10 | epoch: 1 pq: 1 rg: 8 | total time: 10.50m | eta: 3746.3m
step 00092/29000 (0.32%) | loss: 5.000162 | lrm: 1.00 | dt: 7786.84ms | tok/sec: 67,329 | bf16_mfu: 27.22 | epoch: 1 pq: 1 rg: 9 | total time: 10.63m | eta: 3746.2m
step 00093/29000 (0.32%) | loss: 4.989544 | lrm: 1.00 | dt: 7769.14ms | tok/sec: 67,483 | bf16_mfu: 27.28 | epoch: 1 pq: 1 rg: 10 | total time: 10.76m | eta: 3746.1m
step 00094/29000 (0.32%) | loss: 4.975549 | lrm: 1.00 | dt: 7798.72ms | tok/sec: 67,227 | bf16_mfu: 27.17 | epoch: 1 pq: 1 rg: 11 | total time: 10.89m | eta: 3746.1m
step 00095/29000 (0.33%) | loss: 4.952849 | lrm: 1.00 | dt: 7803.18ms | tok/sec: 67,189 | bf16_mfu: 27.16 | epoch: 1 pq: 1 rg: 12 | total time: 11.02m | eta: 3746.1m
